"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EU27_2020","INDPROD","TOT","IDX2015","A","2000",91.825,
"EU27_2020","INDPROD","TOT","IDX2015","A","2001",92.40833,
"EU27_2020","INDPROD","TOT","IDX2015","A","2002",92.23333,
"EU27_2020","INDPROD","TOT","IDX2015","A","2003",92.91666,
"EU27_2020","INDPROD","TOT","IDX2015","A","2004",95.29166,
"EU27_2020","INDPROD","TOT","IDX2015","A","2005",97.11667,
"EU27_2020","INDPROD","TOT","IDX2015","A","2006",101.5,
"EU27_2020","INDPROD","TOT","IDX2015","A","2007",105.675,
"EU27_2020","INDPROD","TOT","IDX2015","A","2008",103.825,
"EU27_2020","INDPROD","TOT","IDX2015","A","2009",88.81667,
"EU27_2020","INDPROD","TOT","IDX2015","A","2010",95.29166,
"EU27_2020","INDPROD","TOT","IDX2015","A","2011",98.70834,
"EU27_2020","INDPROD","TOT","IDX2015","A","2012",96.73333,
"EU27_2020","INDPROD","TOT","IDX2015","A","2013",96.08334,
"EU27_2020","INDPROD","TOT","IDX2015","A","2014",97.28333,
"EU27_2020","INDPROD","TOT","IDX2015","A","2015",100,
"EU27_2020","INDPROD","TOT","IDX2015","A","2016",101.7083,
"EU27_2020","INDPROD","TOT","IDX2015","A","2017",105.1667,
"EU27_2020","INDPROD","TOT","IDX2015","A","2018",106.4167,
"EU27_2020","INDPROD","TOT","IDX2015","A","2019",105.6333,
